ID,Tweet,Affect_Dimension,Intensity_Score,Cleaned_Tweet
2017-En-40967,for an lgbt person to tell someone else that how they identify isn't valid is so sad and against everything we should stand for,valence,0.183,for an lgbt person to tell someone else that how they identify isnt valid is so sad and against everything we should stand for
2017-En-40987,@ashleighjessica @zacflint1 I'd give that pout the firm D,valence,0.484,id give that pout the firm d
2017-En-31472,"Everyday I wake up, a different @SpursOfficial player signs a contract extension! Love it!! #future #is #bright #COYS",valence,0.933,everyday i wake up a different player signs a contract extension love it
2017-En-11035,I wanna kill you and destroy you. I want you died and I want Flint back. #emo #scene #anger #fuck #die #hatered,valence,0.017,i wanna kill you and destroy you i want you died and i want flint back
2017-En-30627,@JackCurryYES he's just lucky...bad pitchers...#WHATEVER...ElKracken is #legit #future #bright #gottawearshades #LetsGoYankees,valence,0.645,hes just luckybad pitcherselkracken is
2017-En-31323,As the birds chirp and the cows moo we need to listen to the sound of nature to ensure that all is well.,valence,0.581,as the birds chirp and the cows moo we need to listen to the sound of nature to ensure that all is well
2017-En-21084,"If you truly want more of God in your life, it requires letting go of some of the old things, to allow new things to flourish. #stop ",valence,0.483,if you truly want more of god in your life it requires letting go of some of the old things to allow new things to flourish
2017-En-30505,I'm really hitting all flavors of my sparkling water rap. But you know what's tripping me out? These half French and Spanish flavors.,valence,0.419,im really hitting all flavors of my sparkling water rap but you know whats tripping me out these half french and spanish flavors
2017-En-40472,"@VileBairn Turning then, the older woman looked at Sybil with a most somber expression. \n\n“She ran away from me. But I cannot blame her.”",valence,0.383,turning then the older woman looked at sybil with a most somber expression nn“she ran away from me but i cannot blame her”
2017-En-31327,"Headed to Montalvo w/@jaxster3—bring on the #mirth, bitches!\nd(-_-)b\n@Nick_Offerman\n@MeganOMullally\n#SummerOf69Tour2016",valence,0.537,headed to montalvo w—bring on the bitchesndbnnn
2017-En-21669,Projection is perception. See it in someone else? You also at some level have that within you. #anger #worry,valence,0.115,projection is perception see it in someone else you also at some level have that within you
2017-En-20614,"@RealMichaelKay Annoys me to about the Ortiz tribute too, how would the Oriole fans and organization feel if Yanks did that to them? #awful",valence,0.167,annoys me to about the ortiz tribute too how would the oriole fans and organization feel if yanks did that to them
2017-En-10739,"How can I tell Happy Anniversary, when u are not happy..  #ampalaya #paitpaitanangpeg",valence,0.483,how can i tell happy anniversary when u are not happy
2017-En-40974,@downseung I'm sorry about your loss... no one should ever give you shit for taking your time to mourn. No matter how long it takes.,valence,0.317,im sorry about your loss no one should ever give you shit for taking your time to mourn no matter how long it takes
2017-En-30798,"Three days off a month with two ex wives and no home could be worse. I don't know how, but it could #oilandgas ",valence,0.222,three days off a month with two ex wives and no home could be worse i dont know how but it could
2017-En-30405,#Talking about our #Problems is our greatest #Addiction#Break the #habitTalk about ur #Joys#quote  #problemsolving #behappy,valence,0.597,about our is our greatest the about ur
2017-En-21530,"Ok this movie was good in it's time, and whilst we were young... 😂 Still enjoy a shy Ethan Hawk #BeforeSunrise",valence,0.741,ok this movie was good in its time and whilst we were young 😂 still enjoy a shy ethan hawk
2017-En-10109,I swear if @devincameron23 blocks me I'm going to hit her back ,valence,0.148,i swear if blocks me im going to hit her back
2017-En-31311,@alooftroye so what you mean to tell me is that.... glee is...... getting less........... gleeful?,valence,0.391,so what you mean to tell me is that glee is getting less gleeful
2017-En-31307,@Tweetermeyer The animated version was better,valence,0.433,the animated version was better
2017-En-41178,@typicalmoony Yes Lia!! Join the dark side!!,valence,0.517,yes lia join the dark side
2017-En-10536,"@iStoleFreeHugs @stephlaris lol I'm happy with my negative, realistic ass self. Sorry to offend you",valence,0.774,lol im happy with my negative realistic ass self sorry to offend you
2017-En-30162,.@Travelanswerman: When U ride on a pile of salt life is extra sweet! Always salty always savory! #surfing #aloha #smiling …,valence,0.862,when u ride on a pile of salt life is extra sweet always salty always savory …
2017-En-30320,"@5ftanomaly aside from that i'm all about pleasing the individual that i'm involved with, my pleasure comes from their pleasure.",valence,0.71,aside from that im all about pleasing the individual that im involved with my pleasure comes from their pleasure
2017-En-30719,@EducatedNPetty white pricks that were laughing at your use of language won't be crying over your coffin but rejoicing that you're another,valence,0.433,white pricks that were laughing at your use of language wont be crying over your coffin but rejoicing that youre another
2017-En-10449,Hey folks sorry if anything offensive got posted on here yesterday my account got hacked. All fixed now though. I hope :-/ #angry #annoyed,valence,0.089,hey folks sorry if anything offensive got posted on here yesterday my account got hacked all fixed now though i hope
2017-En-41337,SRV's 'Voodoo Child' is approximately 76 times better than Jimi's. #guitar #music #blues,valence,0.556,srvs voodoo child is approximately times better than jimis
2017-En-20059,I Don't know what make #Pakistan fear more their #terrorist or their #terrorism  #TerrorStatePak,valence,0.31,i dont know what make fear more their or their
2017-En-20759,@BossUpJaee but your pussy was weak from what I heard so stfu up to me bitch . You got to threaten him that your pregnant .,valence,0.233,but your pussy was weak from what i heard so stfu up to me bitch you got to threaten him that your pregnant
2017-En-30257,It's better to be wetter than it is dry' - @RLevin91 certainly found that hilarious #GBBO,valence,0.703,its better to be wetter than it is dry certainly found that hilarious
2017-En-11426,I can see how this will end\nIn all its bitter tragedy\nI'll give you all I have to spend\nAnd you'll give nothing back to me,valence,0.292,i can see how this will endnin all its bitter tragedynill give you all i have to spendnand youll give nothing back to me
2017-En-31529,@simmy_hanley @Schrise also a ,valence,0.452,also a
2017-En-31268,gifs on iOS10 messaging app are hilarious.,valence,0.654,gifs on ios messaging app are hilarious
2017-En-21437,Rear garden alarm activated  at Telford house at 106.4.,valence,0.484,rear garden alarm activated at telford house at
2017-En-30086,@ahtareen1 @ReginalAleman @krelifa @zamansj64 @AwiexaB Very pleasing ty!,valence,0.71,very pleasing ty
2017-En-11514,@iAmSJ I'm so mad for our clients I'm furious lmao,valence,0.283,im so mad for our clients im furious lmao
2017-En-30721,@peachkellipop the whole thread is jovial and fun and then this comment is like FULL of misogyny,valence,0.758,the whole thread is jovial and fun and then this comment is like full of misogyny
2017-En-30222,@sydneyswans #cheer #cheer the #red and #white we are now off to #grand final to #win the #fight. Thanks @JetstarAirways,valence,0.783,the and we are now off to final to the thanks
2017-En-31280,Go one extra mile just see her smiling,valence,0.634,go one extra mile just see her smiling
2017-En-40434,Im so serious about putting words in my mouth bitch don't add ' the ' to my sentence if I didn't say that shit on bloods,valence,0.06,im so serious about putting words in my mouth bitch dont add the to my sentence if i didnt say that shit on bloods
2017-En-41394,@BroggersM19 @Calum250284 He had been retired 20 minutes ago by most blues on here 😊,valence,0.548,he had been retired minutes ago by most blues on here 😊
2017-En-30730,"@NebulaJoker No, they aren't. Episodes are animated during the week before they air.",valence,0.482,no they arent episodes are animated during the week before they air
2017-En-40709,Well i did hear once before that girls are attracted to men that look like their dad!  👌 ,valence,0.536,well i did hear once before that girls are attracted to men that look like their dad 👌
2017-En-40347,@ArcadianLuthier -- taking out his feelings on Kei unfairly. His lips form a frown as he tries to walk away.,valence,0.266,taking out his feelings on kei unfairly his lips form a frown as he tries to walk away
2017-En-41470,Up on melancholy hill,valence,0.339,up on melancholy hill
2017-En-30902,"You must be knowing #blithe means (adj.)  Happy, cheerful.",valence,0.833,you must be knowing means adj happy cheerful
2017-En-31470,My ukulele bag has fallen apart. 😐 WELLL AT LEAST my life hasn't yet!! #optimism,valence,0.371,my ukulele bag has fallen apart 😐 welll at least my life hasnt yet
2017-En-30406,"@nw_autonate \n\n*She held the back of his skull, smiling into the kiss.*",valence,0.629,nnshe held the back of his skull smiling into the kiss
2017-En-30414,"@Chr1sMcLaughlin he's brilliant, lost the joyous plot with us that year. Admits being a fan now after that.",valence,0.593,hes brilliant lost the joyous plot with us that year admits being a fan now after that
2017-En-30266,@KWAYNTjoia it's exhilarating,valence,0.589,its exhilarating
2017-En-10912,@UKBlogAwards @ModishMale I would always be honest but it's great to feedback opinion to the brand - don't want to offend them #BlogHour,valence,0.468,i would always be honest but its great to feedback opinion to the brand dont want to offend them
2017-En-41262,So blend the waters lie\nThere shrines and free-  The melancholy waters lie\nNo rays from out the dull tide-  As if the vine,valence,0.397,so blend the waters lienthere shrines and free the melancholy waters lienno rays from out the dull tide as if the vine
2017-En-11588,"And Republicans, you, namely Graham, Flake, Sasse and others are not safe from my wrath, hence that Hillary Hiney-Kissing ad I saw about you",valence,0.419,and republicans you namely graham flake sasse and others are not safe from my wrath hence that hillary hineykissing ad i saw about you
2017-En-22150,@ikhras @benglaze Amal Clooney should try to prosecute  #Bush/ #Blair for #war crimes that turned our World upside down&amp;created ,valence,0.435,amal clooney should try to prosecute for crimes that turned our world upside downcreated
2017-En-31264,"And the weathers so breezy, man why can't life always be this easy?",valence,0.466,and the weathers so breezy man why cant life always be this easy
2017-En-30402,@TiburonChamber plus a hearty pour of #yachtrock by #mustacheharbor !,valence,0.565,plus a hearty pour of by
2017-En-11674,@lmench i'm actually offended by it.  naming the most fattening sandwich after a man who died of coronary disease likely due to his diet?,valence,0.196,im actually offended by it naming the most fattening sandwich after a man who died of coronary disease likely due to his diet
2017-En-30695,A 'non-permissive environment' is also called a 'battleground' - #MilSpeak ,valence,0.435,a nonpermissive environment is also called a battleground
2017-En-31435,@PixelMonsterYT @TeamGE0 @IZEDEPTIC @ztumtum @CrimtideTV @LtGrandslam @Slinkercorn Bahahahaha Dean looks hilarious and damn I got fat,valence,0.567,bahahahaha dean looks hilarious and damn i got fat
2017-En-11485,Cuz even the bible talks about the son coming back with a fiery sword he got from his mother. They just called her a whore in revelations,valence,0.483,cuz even the bible talks about the son coming back with a fiery sword he got from his mother they just called her a whore in revelations
2017-En-10419,Ok but I just got called a 'White Devil' on the train and I didnt know whether to laugh or be offended,valence,0.453,ok but i just got called a white devil on the train and i didnt know whether to laugh or be offended
2017-En-30618,@suavecitamay sparkling water is nice you know I tried it the other day,valence,0.547,sparkling water is nice you know i tried it the other day
2017-En-31555,"@scottlocker220 Thank you for that, the notification came in the nick of time to cheer me up - have to re-tweet",valence,0.661,thank you for that the notification came in the nick of time to cheer me up have to retweet
2017-En-30528,"Turkish exhilaration: for a 30% shade off irruptive russian visitors this twelvemonth, gobbler is nephalism so...",valence,0.379,turkish exhilaration for a shade off irruptive russian visitors this twelvemonth gobbler is nephalism so
2017-En-22024,"Goodbye everyone, tremendous #LTHEchat tonight",valence,0.783,goodbye everyone tremendous tonight
2017-En-11178,My back is starting to irritate me and it's barely 2:19 😓,valence,0.226,my back is starting to irritate me and its barely 😓
2017-En-31310,"Well stock finished &amp; listed, living room moved around, new editing done &amp; fitted in a visit to the in-laws. #productivityatitsfinest ",valence,0.629,well stock finished listed living room moved around new editing done fitted in a visit to the inlaws
2017-En-21352,@dish_answers I've contacted @dish @dish_answers  #service #whathappenedtocustomerservice,valence,0.31,ive contacted
2017-En-11206,"2 biggest fears: incurable STD's and pregnancy...I mean, they're basically the same thing anyway #forlife #annoying  #weirdsmells",valence,0.333,biggest fears incurable stds and pregnancyi mean theyre basically the same thing anyway
2017-En-10637,I was going to say that Rooney is a shadow of his former self but I don't want to offend any shadows. #NTFCvMUFC,valence,0.422,i was going to say that rooney is a shadow of his former self but i dont want to offend any shadows
2017-En-31360,A warm #smile is the universal language of kindness William Arthur Ward #love #kindness,valence,0.625,a warm is the universal language of kindness william arthur ward
2017-En-21305,#quote What U #fear controls U. Fear is not out in life but in ur mind. Real difficulties can be overcome - Cheryl Janecky,valence,0.567,what u controls u fear is not out in life but in ur mind real difficulties can be overcome cheryl janecky
2017-En-40783,@SilkInSide @TommyJoeRatliff that's so pretty! I love the sky in the background and the purple highlights with the dull colors is great,valence,0.707,thats so pretty i love the sky in the background and the purple highlights with the dull colors is great
2017-En-31006, @cailamarsai you've had me   the whole time watching @black_ishABC after you've lost your #glasses! It was #hilarious! @mrbabyboogaloo,valence,0.766, youve had me   the whole time watching after youve lost your it was
2017-En-11132,My irritation level is at an all time high today 🙃,valence,0.161,my irritation level is at an all time high today 🙃
2017-En-31318,"Yesterday is history, tomorrow is amystery, and today is a gift; that's why they call it the present #livelife #humbleness  #live",valence,0.733,yesterday is history tomorrow is amystery and today is a gift thats why they call it the present
2017-En-41393,@BoardEveryday @turnorder @pinchback21 80s new wave/techno - or jazz / blues depending my mood,valence,0.468,s new wavetechno or jazz blues depending my mood
2017-En-21605,"A goal should scare you a little, and excite you a lot. - Joe Vitale #quote",valence,0.548,a goal should scare you a little and excite you a lot joe vitale
2017-En-40969,So drunk me hid my keys very well sober me couldn't find it anywhere,valence,0.242,so drunk me hid my keys very well sober me couldnt find it anywhere
2017-En-21086,My mind always seems to work its best at night ,valence,0.531,my mind always seems to work its best at night
2017-En-10599,"As your own lives in order to complete our amazing life journey successfully, it is there. #bitter",valence,0.49,as your own lives in order to complete our amazing life journey successfully it is there
2017-En-41135,tim burton never fails to depress me,valence,0.2,tim burton never fails to depress me
2017-En-20284,We're all in D. T. (Discipleship training or detox) for something. #messy  #cutoff #choosefreedom #CryOut16,valence,0.333,were all in d t discipleship training or detox for something
2017-En-11244,All options are on the table - #revenge is coming.,valence,0.367,all options are on the table is coming
2017-En-30665,@johnwintertweet dudes who wanna play some bass but not buy a bass (me) rejoice,valence,0.656,dudes who wanna play some bass but not buy a bass me rejoice
2017-En-30248,There is something v satisfying about  opening an old 'to do'.doc file and being able to check off all the things you have done ,valence,0.589,there is something v satisfying about opening an old to dodoc file and being able to check off all the things you have done
2017-En-31565,@julwhite chirp chirp! :),valence,0.548,chirp chirp
2017-En-41357,Synth backing tracks = sadness\n#depresspop #dark #+++ #alt #fuckingmeup,valence,0.21,synth backing tracks sadnessn
2017-En-31083,It is so exhilarating taking on the challenge of demonstrating + explaining WHY #JamesJoyce's #Ulysses is so endearing &amp; wonderful!,valence,0.733,it is so exhilarating taking on the challenge of demonstrating explaining why s is so endearing wonderful
2017-En-30350,Gotta hit up breezy every day to make sure he's breaking in my boots. First class friend right there,valence,0.534,gotta hit up breezy every day to make sure hes breaking in my boots first class friend right there
2017-En-30560,"Hey u never know, Channel 4's version of #GBBO might actually be quite good. A few adverts aren't the end of the world. #optimism",valence,0.641,hey u never know channel s version of might actually be quite good a few adverts arent the end of the world
2017-En-40113,"Fucking gutted, disheartened &amp; so pissed off.Gone from 1 off the toughest most resolute defences to the worst &amp; most shambolic #SCFC #STOHUL",valence,0.141,fucking gutted disheartened so pissed offgone from off the toughest most resolute defences to the worst most shambolic
2017-En-31558,"@glacierqxeen \n\n'Whoo, welcome~!' He greeted cheerfully.",valence,0.719,nnwhoo welcome he greeted cheerfully
2017-En-41225,@gurrie_j thanks for making me super sad about Pizza. #sad #freepizza,valence,0.177,thanks for making me super sad about pizza
2017-En-31232,"The best part of this day, Jesus, is to snuggle up in your embrace...to rest in your arms and know you love me...💙❤ #sweetEmbrace ",valence,0.759,the best part of this day jesus is to snuggle up in your embraceto rest in your arms and know you love me💙❤
2017-En-11490,He's seriously so frustrating sometimes! (╯°□°）╯︵ ┻━┻ #ugh #raging,valence,0.088,hes seriously so frustrating sometimes ╯°□°）╯︵ ┻━┻
2017-En-30112,LOVE LOVE LOVE #smile #fun #relaxationiskey,valence,0.903,love love love
2017-En-21157,There goes the butterflies in my stomach.  #anxietyproblems,valence,0.516,there goes the butterflies in my stomach
2017-En-31344,"May a man live well-, and long-enough, to leave many joyful widows behind him.",valence,0.534,may a man live well and longenough to leave many joyful widows behind him
2017-En-30987,@Author_LB Awesome. My 9 yr old grandson runs cross country. No Simon Whitfield but still a lot of fun cheering him on.,valence,0.722,awesome my yr old grandson runs cross country no simon whitfield but still a lot of fun cheering him on
2017-En-30491,"@DKTaylorWriter I thought that was funny, too. But maybe not such a coincidence. Green must be the official color of optimism.",valence,0.65,i thought that was funny too but maybe not such a coincidence green must be the official color of optimism
2017-En-41205,Love being made to feel bad about being scared of the dark,valence,0.417,love being made to feel bad about being scared of the dark
2017-En-20327,Overtime... #TeamNA #WCH2016 #nervous,valence,0.4,overtime
2017-En-21491,#ArchangelSummit @sethgodin  Anyone can be brave but you just have to last 5 mins longer than everyone else. #leadership #fear,valence,0.352,anyone can be brave but you just have to last mins longer than everyone else
2017-En-22073,Left my phone in Mcds #panic,valence,0.278,left my phone in mcds
2017-En-20929,@Mickeyplyler @QualkTalk the refs are in GT's favor tonight. #terrible,valence,0.241,the refs are in gts favor tonight
2017-En-31210,"The Lord thy God in the midst of thee is mighty; he will save, he will rejoice over thee with joy; \nZephaniah 3:17 KJV",valence,0.645,the lord thy god in the midst of thee is mighty he will save he will rejoice over thee with joy nzephaniah kjv
2017-En-31212,OMG NOL i love u so so much i love ur cheery face and hugs 😘😘😘 @CRAZYmac17,valence,0.855,omg nol i love u so so much i love ur cheery face and hugs 😘😘😘
2017-En-21851,@ryleycathryn @Mack_Shepp did you discover the alarming rate at which bees are dying and how important they are to our way of life?,valence,0.359,did you discover the alarming rate at which bees are dying and how important they are to our way of life
2017-En-40171,@gagasklaine it's old sadly,valence,0.141,its old sadly
2017-En-21357,@sandrosmom The horror!,valence,0.379,the horror
2017-En-41467,"@charles_gaba No, I am probably the person most likely to completely understand how gobsmacked you were to learn how true that is. #sadly",valence,0.141,no i am probably the person most likely to completely understand how gobsmacked you were to learn how true that is
2017-En-30461,I assume that people pick up on my joviality coz I lol a lot but it's just not working. Maybe I need to get heavy handed with emoticons? Ha,valence,0.323,i assume that people pick up on my joviality coz i lol a lot but its just not working maybe i need to get heavy handed with emoticons ha
2017-En-20697,Can we start a 'get Chris Sutton off our tv campaign? Spread the work #terrible #pundit #noclue,valence,0.344,can we start a get chris sutton off our tv campaign spread the work
2017-En-31116,@JessicaZ00 @ZRlondon ditto!! Such an amazing atmosphere! #PhilippPlein #cheerleaders #stunt #LondonEvents #cheer,valence,0.855,ditto such an amazing atmosphere
2017-En-30330,@lawson__lynch my kinda girl pleasing the dick right😍😏,valence,0.733,my kinda girl pleasing the dick right😍😏
2017-En-31465,Why would Enrique sub off busquet? ,valence,0.371,why would enrique sub off busquet
2017-En-40192,This weather got me fucked up. Like you either be sunny and hot or gloomy and cold. No in between.,valence,0.2,this weather got me fucked up like you either be sunny and hot or gloomy and cold no in between
2017-En-11073,A black female LEO💙 was shot 8 times and died in Philadelphia --Where's the #outrage black people? @BarackObama #Sharpton #blm #TheFive,valence,0.196,a black female leo💙 was shot times and died in philadelphia wheres the black people
2017-En-41175,"I love when #girls are busy in teaching how to #pout while taking #selfie in a mall , their desication is immense #women love #perfection",valence,0.717,i love when are busy in teaching how to while taking in a mall their desication is immense love
2017-En-40814,"Before the year ends I'll probably get master 12s or flu games, true blues, and space jams.",valence,0.566,before the year ends ill probably get master s or flu games true blues and space jams
2017-En-40406,Always do sober what you said you'd do drunk. That will teach you to keep your mouth shut. \n― Ernest Hemingway #quote,valence,0.333,always do sober what you said youd do drunk that will teach you to keep your mouth shut n― ernest hemingway
2017-En-30128,Good morning joyful people. Choose happiness to have a great day today #morning  #happiness #grandmercurejktkemayoran,valence,0.917,good morning joyful people choose happiness to have a great day today
2017-En-30062,@airvistara as always it was indeed a wonderful experience flying with you guys today #bestinbusiness #delight #happyme,valence,0.9,as always it was indeed a wonderful experience flying with you guys today
2017-En-30038,"Today I reached 1000 subscribers on YT!! #happy, #goodday, #thankful",valence,0.875,today i reached subscribers on yt
2017-En-30602,"Trying to loveee somebody, just wanna love somebody right now, guess there's just no pleasing me",valence,0.426,trying to loveee somebody just wanna love somebody right now guess theres just no pleasing me
2017-En-30321,mustache_harbor: TiburonChamber plus a hearty pour of #yachtrock by #mustacheharbor !,valence,0.655,mustacheharbor tiburonchamber plus a hearty pour of by
2017-En-31340,@jtkola @danmericaCNN she's still younger and more spry than trump,valence,0.466,shes still younger and more spry than trump
2017-En-31531,@SomeonesAnIdiot @Sean10Lynagh  due to hearty lawsuit NASCAR will raise beer prices $0.07 to accommodate for losses.,valence,0.313,due to hearty lawsuit nascar will raise beer prices to accommodate for losses
2017-En-22008,"#PeopleLikeMeBecause they see the happy exterior, not the hopelessness I sometimes feel inside. #depression #anxiety #anxietyprobz",valence,0.033,they see the happy exterior not the hopelessness i sometimes feel inside
2017-En-30024,@grahnort wonderful experience watching you yesterday at. @BBCLetItShine thankyou for the #laughter,valence,0.828,wonderful experience watching you yesterday at thankyou for the
2017-En-20157,It's 5:55am. I'm hungry but there is no food. #panic,valence,0.183,its am im hungry but there is no food
2017-En-30308,talk about a mood pickup i went from depressed to elated so fast,valence,0.517,talk about a mood pickup i went from depressed to elated so fast
2017-En-31501,Epicurus~ The man least dependent upon the morrow goes to meet the morrow most cheerfully.,valence,0.7,epicurus the man least dependent upon the morrow goes to meet the morrow most cheerfully
2017-En-40939,Now I'm going to sulk again for a week until #OurGirl is back on! @michkeegan and @benaldridge07 are the best! @OurGirlWatch,valence,0.466,now im going to sulk again for a week until is back on and are the best
2017-En-40254,The voice is all about Miley and Alicia this year. No longer about the contestants. #sad @thevoice,valence,0.288,the voice is all about miley and alicia this year no longer about the contestants
2017-En-10786,@NessaMatthews he's perfect. But not even in that way where you sort of resent him or suspect that he leads a double life. Just perfect.,valence,0.365,hes perfect but not even in that way where you sort of resent him or suspect that he leads a double life just perfect
2017-En-10348,@KimLy resent,valence,0.466,resent
2017-En-11554,Honestly fuming,valence,0.304,honestly fuming
2017-En-10434,I screened my own snap what kind of narcissistic ass would smh,valence,0.355,i screened my own snap what kind of narcissistic ass would smh
2017-En-20871,You don't know what to expect by Brendon's video lmao LA devotee video got me shook ,valence,0.683,you dont know what to expect by brendons video lmao la devotee video got me shook
2017-En-30980,Take my kindness for weakness when you acting silly keeping it 100 ain't your forté  #ChrisBrown #TeamBreezy,valence,0.433,take my kindness for weakness when you acting silly keeping it aint your forté
2017-En-11626,ramos does what he does best burning haters with his head,valence,0.519,ramos does what he does best burning haters with his head
2017-En-31039,"🍃When #life shows you have a hundred reasons to cry, show it that you have a hundred and one reasons to #smile. 🍃 #quotes @Mind_Console",valence,0.69,🍃when shows you have a hundred reasons to cry show it that you have a hundred and one reasons to 🍃
2017-En-30983,"I'm moving this weekend &amp; my sugar daddy will replace it so, it is what it is. Niggas still happy.",valence,0.696,im moving this weekend my sugar daddy will replace it so it is what it is niggas still happy
2017-En-30242,Go follow #beautiful #Snowgang ♥@Amynicolehill12 ♥ #Princess #fitness #bodyposi #haircut #smile #Whitegirlwednesday,valence,0.757,go follow ♥ ♥
2017-En-10761,Houston might lose a coach tomorrow or by midnight. #yikes ?,valence,0.4,houston might lose a coach tomorrow or by midnight
2017-En-40445,@BBCSport too dull for the UK.,valence,0.219,too dull for the uk
2017-En-11042,ok so i got my madden 17 refunded but now i gotta wait a few days for the money and now gotta pre-order fifa again....,valence,0.266,ok so i got my madden refunded but now i gotta wait a few days for the money and now gotta preorder fifa again
2017-En-21114,It's so funny cause Cooper's going to go farther than the people who bully her,valence,0.532,its so funny cause coopers going to go farther than the people who bully her
2017-En-30030,Retweeted GunnySmith93 (@Stephen21Smith):\n\nDays like today I am happy to be alive! #blessed #rejoice,valence,0.897,retweeted gunnysmith nndays like today i am happy to be alive
2017-En-10692,Sorry to burst your bubble but it isn't that century anymore. Welcome to the 21st century.,valence,0.589,sorry to burst your bubble but it isnt that century anymore welcome to the st century
2017-En-30883,@MichiganBromo Good optimism sir :),valence,0.704,good optimism sir
2017-En-30565,@SoCalValerie this one was Apples attempt to make muslims happy 🕋,valence,0.552,this one was apples attempt to make muslims happy 🕋
2017-En-30459,"#Followback Quote_Soup: Be happy not because everything is good, but because you can see the good side of everything. #optimism",valence,0.672,quotesoup be happy not because everything is good but because you can see the good side of everything
2017-En-31080,me taking a picture by myself: *awkward smile*\nme on picture day: *awkward smile*\nconclusion: stop smiling ;'(\n#pictureday2016 #smile #ornot,valence,0.5,me taking a picture by myself awkward smilenme on picture day awkward smilenconclusion stop smiling n
2017-En-31321,These girls who are playful and childlike seem to have such lovely relationships. Can't imagine them having serious convos but it's cute  😍😍,valence,0.79,these girls who are playful and childlike seem to have such lovely relationships cant imagine them having serious convos but its cute 😍😍
2017-En-11083,Congrats to #Nicole #bb18 ... Fix that nose now 😒💁🏻 #bitter #petty,valence,0.426,congrats to fix that nose now 😒💁🏻
2017-En-30017,2 days until #GoPackGo and 23 days until #GoGipeGo..... I'm so excited! #smiling,valence,0.9,days until and days until im so excited
2017-En-21438,watching my first Cage of Death and my word this is tremendous,valence,0.719,watching my first cage of death and my word this is tremendous
2017-En-30742,$SRPT Why would Etep patients &amp; Mom's advocate for a drug if it did not work? Anyone listen to the Etep MD's @ Adcomm.. all were elated.,valence,0.75,srpt why would etep patients moms advocate for a drug if it did not work anyone listen to the etep mds adcomm all were elated
2017-En-31495,"After soul searching, I'd like to announce that I've chosen @chrissyteigen &amp; @nicolerichie to be my adopted sisters due to their hilarity",valence,0.655,after soul searching id like to announce that ive chosen to be my adopted sisters due to their hilarity
2017-En-31467,@Nick_Offerman &amp; @MeganOMullally 's #Summerof69 show was raw sexuality and pure #mirth ! Thanks for the belly laughs and butt sex japes!,valence,0.726,s show was raw sexuality and pure thanks for the belly laughs and butt sex japes
2017-En-22229,Completely blown away by @EvaNoblezada @alistairbrammer @JonJonBriones and the cast of @MissSaigonUK tonight. #fathomevents #speechless ,valence,0.677,completely blown away by and the cast of tonight
2017-En-31143,"This night is sparkling, don't you let it go! I'm wonderstruck, blushing all the way home..' #ValerieBot",valence,0.724,this night is sparkling dont you let it go im wonderstruck blushing all the way home
2017-En-10685,"@lyskoi anyway, I found a short scale today that was perfect for my purposes. soft on the hands, won't aggravate my (now-chronic) tendonitis",valence,0.565,anyway i found a short scale today that was perfect for my purposes soft on the hands wont aggravate my nowchronic tendonitis
2017-En-30182,@R1Breakfast Totes had to re-listen to the endless hilarity that was Tom Odell's 'raaar' this morning 😂😂😂 @grimmers @fionaradio @TinaDaheley,valence,0.7,totes had to relisten to the endless hilarity that was tom odells raaar this morning 😂😂😂
2017-En-40227,@JohnRMoffitt This is the most grim piece of laughter I was stricken with all day.,valence,0.844,this is the most grim piece of laughter i was stricken with all day
2017-En-21343,"God, I've been so physically weak the whole day. So much shaking :(",valence,0.172,god ive been so physically weak the whole day so much shaking
2017-En-21014,"Yo Yo Yo,my name is #DarthVader \nI feel like I need to puff on my inhaler (I'm no rapper but that was some sick bars)  #bars #rap",valence,0.5,yo yo yomy name is ni feel like i need to puff on my inhaler im no rapper but that was some sick bars
2017-En-30761,"@TheVulcanSalute , just saw the Save The Day PSA. Why were you in obvious tears doing it? I'd have thought you'd be your cheerful self.",valence,0.516,just saw the save the day psa why were you in obvious tears doing it id have thought youd be your cheerful self
2017-En-31543,The boys rejoice as badger corner has been reclaimed for our first social of the year #cluboftheyear,valence,0.806,the boys rejoice as badger corner has been reclaimed for our first social of the year
2017-En-11175,@fixindk @RevoltRazor @dragons1015 Guys don't use that type of language. Save it for raging...,valence,0.328,guys dont use that type of language save it for raging
2017-En-31165,The amount of laughter ready to leave my body if United lose is unreal,valence,0.703,the amount of laughter ready to leave my body if united lose is unreal
2017-En-30921,"Sometimes I like to talk about my sadness.  Other times, I just want to be distracted by friends, laughter, shopping, eating...  \n\n#MHChat",valence,0.419,sometimes i like to talk about my sadness other times i just want to be distracted by friends laughter shopping eating nn
2017-En-30896,It feels good to get outside for a minute and get some fresh air.  It's hard to stay cooped up inside all day #breezy,valence,0.767,it feels good to get outside for a minute and get some fresh air its hard to stay cooped up inside all day
2017-En-30898,@r0Ils ppl get triggered over u smiling they're irrelevant,valence,0.375,ppl get triggered over u smiling theyre irrelevant
2017-En-20963,Oh I get i see it's #TexasTech playing tonight not the #Texans #TNF #texansarebad ,valence,0.569,oh i get i see its playing tonight not the
2017-En-30994,@WHUFC_HUB @westhamtransfer @TheHammers_ I don't see any reason for optimism at this point. Just stringing together bad performances.,valence,0.21,i dont see any reason for optimism at this point just stringing together bad performances
